,fecha_del_hecho,dia,mes,año,dia_de_la_semana,hora_del_hecho,rango-hora,género,comuna/corregimiento,barrio/vereda,clase_de_sitio,modalidad,arma-medio,móvil_agresor,móvil_víctima,edad,rango-edad,conducta,marca_del_vehículo
0,01/01/2018,1,enero,"2,018",lunes,1:30,00:00 - 5:59,Masculino,9,VILLA MAGDALENA,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,21,20-24,Hurto a Personas,No aplica
1,01/01/2018,1,enero,"2,018",lunes,10:00,6:00 -11:59,Masculino,6,SANTA ISABEL,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,A pie,22,20-24,Hurto a Personas,No aplica
2,01/01/2018,1,enero,"2,018",lunes,0:30,00:00 - 5:59,Femenino,Corregimiento Fortalecillas,VEREDA EL VENADO,CASAS DE HABITACION,Raponazo,Sin empleo de arma,A pie,A pie,22,20-24,Hurto a Personas,No aplica
3,01/01/2018,1,enero,"2,018",lunes,9:30,6:00 -11:59,Masculino,1,RODRIGO LARA BONILLA,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,24,20-24,Hurto a Personas,No aplica
4,01/01/2018,1,enero,"2,018",lunes,2:00,00:00 - 5:59,Masculino,10,LA AMISTAD,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,A pie,25,25-30,Hurto a Personas,No aplica
5,01/01/2018,1,enero,"2,018",lunes,4:00,00:00 - 5:59,Masculino,6,TORRES DE SAN TELMO,VIAS PUBLICAS,Atraco,Arma blanca,A pie,Motocicleta,28,25-30,Hurto a Personas,No aplica
6,01/01/2018,1,enero,"2,018",lunes,2:00,00:00 - 5:59,Masculino,10,CONJUNTO TORRES DE ALEJANDRIA,VIAS PUBLICAS,Atraco,Arma blanca,A pie,Vehículo,40,36-40,Hurto a Personas,No aplica
7,01/01/2018,1,enero,"2,018",lunes,7:45,6:00 -11:59,Masculino,6,JOSE ANTONIO GALAN,VIAS PUBLICAS,Atraco,Arma blanca,A pie,Motocicleta,49,46-50,Hurto a Personas,No aplica
8,01/01/2018,1,enero,"2,018",lunes,0:30,00:00 - 5:59,Masculino,8,SAN CARLOS,CASAS DE HABITACION,Atraco,Escopolamina,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
9,01/01/2018,1,enero,"2,018",lunes,8:00,6:00 -11:59,Femenino,6,SANTA ISABEL,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
10,01/01/2018,1,enero,"2,018",lunes,19:00,18:00 -23:59,Masculino,10,ORO NEGRO,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
11,01/01/2018,1,enero,"2,018",lunes,5:00,00:00 - 5:59,Sin dato,3,TENERIFE,"BARES, CANTINAS Y SIMILARES",Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
12,01/01/2018,1,enero,"2,018",lunes,20:30,18:00 -23:59,Femenino,8,LAS AMERICAS,VIAS PUBLICAS,Halado,Sin empleo de arma,A pie,A pie,31,31-35,Hurto a motos,SUZUKI
13,02/01/2018,2,enero,"2,018",martes,9:00,6:00 -11:59,Masculino,6,TERMINAL,TERMINAL DE TRANSPORTES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,30,25-30,Hurto a Personas,No aplica
14,02/01/2018,2,enero,"2,018",martes,16:00,12:00 -17:59,Femenino,1,LOS ANDAQUIES,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,35,31-35,Hurto a Personas,No aplica
15,02/01/2018,2,enero,"2,018",martes,17:00,12:00 -17:59,Femenino,3,SEVILLA,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,37,36-40,Hurto a Personas,No aplica
16,02/01/2018,2,enero,"2,018",martes,15:00,12:00 -17:59,Masculino,1,LA ESPERANZA,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,A pie,48,46-50,Hurto a Personas,No aplica
17,02/01/2018,2,enero,"2,018",martes,4:50,00:00 - 5:59,Masculino,4,CENTRO,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,A pie,52,51-55,Hurto a Personas,No aplica
18,02/01/2018,2,enero,"2,018",martes,11:30,6:00 -11:59,Femenino,7,LAS BRISAS,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,57,56-60,Hurto a Personas,No aplica
19,02/01/2018,2,enero,"2,018",martes,9:20,6:00 -11:59,Masculino,3,SEVILLA,VIAS PUBLICAS,Raponazo,Sin empleo de arma,A pie,A pie,67,>61,Hurto a Personas,No aplica
20,02/01/2018,2,enero,"2,018",martes,20:30,18:00 -23:59,Masculino,3,SEVILLA,VIAS PUBLICAS,Halado,Llave maestra,A pie,A pie,26,25-30,Hurto a motos,BAJAJ
21,02/01/2018,2,enero,"2,018",martes,19:40,18:00 -23:59,Femenino,3,QUIRINAL,VIAS PUBLICAS,Halado,Sin empleo de arma,A pie,A pie,45,41-45,Hurto a motos,HONDA
22,03/01/2018,3,enero,"2,018",miércoles,20:30,18:00 -23:59,Masculino,6,SANTA ISABEL,SOBRE ANDEN - VIA PUBLICA,Atraco,Arma de fuego,Motocicleta,A pie,26,25-30,Hurto a Personas,No aplica
23,03/01/2018,3,enero,"2,018",miércoles,21:30,18:00 -23:59,Masculino,4,ESTADIO URDANETA,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Vehículo,32,31-35,Hurto a Personas,No aplica
24,03/01/2018,3,enero,"2,018",miércoles,8:00,6:00 -11:59,Femenino,4,CENTRO,OFICINAS,Engaño,Sin empleo de arma,A pie,A pie,35,31-35,Hurto a Personas,No aplica
25,03/01/2018,3,enero,"2,018",miércoles,10:30,6:00 -11:59,Femenino,2,VILLA CECILIA,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,36,36-40,Hurto a Personas,No aplica
26,03/01/2018,3,enero,"2,018",miércoles,16:45,12:00 -17:59,Masculino,Corregimiento El Caguán,VEREDA EL TRIUNFO,VIAS PUBLICAS,Rompimiento vidrio,Contundente,A pie,Vehículo,40,36-40,Hurto a Personas,No aplica
27,03/01/2018,3,enero,"2,018",miércoles,18:00,18:00 -23:59,Femenino,5,LA INDEPENDENCIA,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,Motocicleta,A pie,45,41-45,Hurto a Personas,No aplica
28,03/01/2018,3,enero,"2,018",miércoles,20:20,18:00 -23:59,Masculino,2,LAS GRANJAS,CENTRO COMERCIAL,Factor de oportunidad,Sin empleo de arma,A pie,A pie,55,51-55,Hurto a Personas,No aplica
29,03/01/2018,3,enero,"2,018",miércoles,1:00,00:00 - 5:59,Femenino,6,EL LIMONAR,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
30,03/01/2018,3,enero,"2,018",miércoles,7:30,6:00 -11:59,Sin dato,5,LOS GUADUALES,ALMACENES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
31,03/01/2018,3,enero,"2,018",miércoles,13:15,12:00 -17:59,Sin dato,4,CENTRO,ALMACENES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
32,04/01/2018,4,enero,"2,018",jueves,16:00,12:00 -17:59,Femenino,10,EL OASIS,VIAS PUBLICAS,Raponazo,Arma blanca,A pie,A pie,22,20-24,Hurto a Personas,No aplica
33,04/01/2018,4,enero,"2,018",jueves,16:10,12:00 -17:59,Femenino,4,ALTICO,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,Motocicleta,Motocicleta,25,25-30,Hurto a Personas,No aplica
34,04/01/2018,4,enero,"2,018",jueves,19:20,18:00 -23:59,Femenino,6,CANAIMA,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,A pie,28,25-30,Hurto a Personas,No aplica
35,04/01/2018,4,enero,"2,018",jueves,17:00,12:00 -17:59,Femenino,9,DARIO ECHANDIA,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,29,25-30,Hurto a Personas,No aplica
36,04/01/2018,4,enero,"2,018",jueves,18:50,18:00 -23:59,Masculino,9,EDUARDO SANTOS,INTERIOR VEHICULO SERVICIO PUBLICO,Atraco,Arma blanca,Pasajero de bus,Conductor de bus,38,36-40,Hurto a Personas,No aplica
37,04/01/2018,4,enero,"2,018",jueves,10:50,6:00 -11:59,Femenino,4,CENTRO,OFICINAS,Raponazo,Sin empleo de arma,A pie,A pie,45,41-45,Hurto a Personas,No aplica
38,04/01/2018,4,enero,"2,018",jueves,7:20,6:00 -11:59,Masculino,6,CANAIMA,CENTRO COMERCIAL,Factor de oportunidad,Sin empleo de arma,Motocicleta,A pie,46,46-50,Hurto a Personas,No aplica
39,04/01/2018,4,enero,"2,018",jueves,17:30,12:00 -17:59,Femenino,6,TIMANCO,FRENTE A COLEGIO - VIA PUBLICA,Raponazo,Sin empleo de arma,A pie,A pie,76,>61,Hurto a Personas,No aplica
40,04/01/2018,4,enero,"2,018",jueves,8:00,6:00 -11:59,Femenino,10,NEIVA YA,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
41,04/01/2018,4,enero,"2,018",jueves,22:30,18:00 -23:59,Masculino,2,CIPRECES,CASAS DE HABITACION,Factor de oportunidad,Llave maestra,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
42,05/01/2018,5,enero,"2,018",viernes,11:00,6:00 -11:59,Masculino,2,LAS GRANJAS,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,21,20-24,Hurto a Personas,No aplica
43,05/01/2018,5,enero,"2,018",viernes,20:30,18:00 -23:59,Masculino,5,LOS GUADUALES,ZONAS AZULES - VIA PUBLICA,Raponazo,Sin empleo de arma,Motocicleta,A pie,25,25-30,Hurto a Personas,No aplica
44,05/01/2018,5,enero,"2,018",viernes,19:30,18:00 -23:59,Femenino,2,LOS CAMBULOS,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,28,25-30,Hurto a Personas,No aplica
45,05/01/2018,5,enero,"2,018",viernes,19:45,18:00 -23:59,Masculino,9,EDUARDO SANTOS,INTERIOR VEHICULO SERVICIO PUBLICO,Atraco,Arma blanca,Conductor  de bus,Conductor de bus,28,25-30,Hurto a Personas,No aplica
46,05/01/2018,5,enero,"2,018",viernes,19:20,18:00 -23:59,Masculino,2,ALAMOS NORTE,VIAS PUBLICAS,Raponazo,Arma blanca,Motocicleta,A pie,30,25-30,Hurto a Personas,No aplica
47,05/01/2018,5,enero,"2,018",viernes,11:30,6:00 -11:59,Masculino,8,LOS ALPES,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,37,36-40,Hurto a Personas,No aplica
48,05/01/2018,5,enero,"2,018",viernes,23:00,18:00 -23:59,Masculino,3,EL ALTO QUIRINAL,VIAS PUBLICAS,Rompimiento vidrio,Sin empleo de arma,A pie,Vehículo,46,46-50,Hurto a Personas,No aplica
49,05/01/2018,5,enero,"2,018",viernes,13:00,12:00 -17:59,Femenino,6,SANTA ISABEL,SECTOR RESIDENCIAS,Atraco,Arma blanca,Motocicleta,A pie,65,>61,Hurto a Personas,No aplica
50,05/01/2018,5,enero,"2,018",viernes,7:00,6:00 -11:59,Femenino,4,SAN JOSE OBRERO,CASAS DE HABITACION,Ventosa,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
51,05/01/2018,5,enero,"2,018",viernes,22:00,18:00 -23:59,Masculino,2,LA TRINIDAD,CASAS DE HABITACION,Violación cerraduras,Llave maestra,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
52,06/01/2018,6,enero,"2,018",sábado,23:00,18:00 -23:59,Masculino,4,LOS MARTIRES,CALLEJÓN,Atraco,Arma blanca,Motocicleta,A pie,19,18-19,Hurto a Personas,No aplica
53,06/01/2018,6,enero,"2,018",sábado,21:30,18:00 -23:59,Masculino,6,MIRAMAR,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,32,31-35,Hurto a Personas,No aplica
54,06/01/2018,6,enero,"2,018",sábado,12:18,12:00 -17:59,Masculino,4,SAN JOSE OBRERO,FRENTE A RESIDENCIAS - VIA PUBLICA,Factor de oportunidad,Sin empleo de arma,Motocicleta,Vehículo,35,31-35,Hurto a Personas,No aplica
55,06/01/2018,6,enero,"2,018",sábado,14:00,12:00 -17:59,Masculino,8,LAS CRISTALINAS,VIAS PUBLICAS,Atraco,Arma blanca,Vehículo,Vehículo,41,41-45,Hurto a Personas,No aplica
56,06/01/2018,6,enero,"2,018",sábado,23:40,18:00 -23:59,Masculino,10,LAS PALMAS ETAPA I,VIAS PUBLICAS,Atraco,Contundente,A pie,A pie,61,>61,Hurto a Personas,No aplica
57,06/01/2018,6,enero,"2,018",sábado,12:00,12:00 -17:59,Masculino,3,JOSE EUSTACIO RIVERA,VIAS PUBLICAS,Cosquilleo,Sin empleo de arma,Motocicleta,A pie,63,>61,Hurto a Personas,No aplica
58,06/01/2018,6,enero,"2,018",sábado,19:30,18:00 -23:59,Masculino,1,CANDIDO LEGUIZAMO,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
59,06/01/2018,6,enero,"2,018",sábado,21:00,18:00 -23:59,Masculino,4,CENTRO,CASAS DE HABITACION,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
60,06/01/2018,6,enero,"2,018",sábado,4:30,00:00 - 5:59,Masculino,1,SANTA INES,VIAS PUBLICAS,Halado,Sin empleo de arma,A pie,A pie,25,25-30,Hurto a motos,SUZUKI
61,06/01/2018,6,enero,"2,018",sábado,23:00,18:00 -23:59,Masculino,2,VILLA CECILIA,VIAS PUBLICAS,Halado,Sin empleo de arma,A pie,A pie,33,31-35,Hurto a motos,AKT
62,07/01/2018,7,enero,"2,018",domingo,10:00,6:00 -11:59,Femenino,4,CENTRO,ESTABLECIMIENTO DE COMERCIO,Factor de oportunidad,No reportado,A pie,A pie,39,36-40,Hurto a Personas,No aplica
63,07/01/2018,7,enero,"2,018",domingo,0:30,00:00 - 5:59,Masculino,8,ACACIAS ETAPA II,CASAS DE HABITACION,Ventosa,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
64,07/01/2018,7,enero,"2,018",domingo,12:00,12:00 -17:59,Masculino,7,CALIXTO LEYVA,CASAS DE HABITACION,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
65,07/01/2018,7,enero,"2,018",domingo,13:00,12:00 -17:59,Femenino,Corregimiento Fortalecillas,VEREDA EL VENADITO,CASAS DE HABITACION,Violación cerraduras,Palanca,Vehículo,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
66,07/01/2018,7,enero,"2,018",domingo,17:30,12:00 -17:59,Sin dato,2,LAS GRANJAS,ALMACENES,Engaño,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
67,08/01/2018,8,enero,"2,018",lunes,20:00,18:00 -23:59,Masculino,8,LOS PARQUES,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,A pie,21,20-24,Hurto a Personas,No aplica
68,08/01/2018,8,enero,"2,018",lunes,3:00,00:00 - 5:59,Femenino,2,YAHAIRA,VIAS PUBLICAS,Rompimiento vidrio,Contundente,A pie,A pie,35,31-35,Hurto a Personas,No aplica
69,08/01/2018,8,enero,"2,018",lunes,16:30,12:00 -17:59,Masculino,Corregimiento El Caguán,VEREDA EL CAGUAN,RIOS,Atraco,Arma de fuego,A pie,A pie,37,36-40,Hurto a Personas,No aplica
70,08/01/2018,8,enero,"2,018",lunes,16:00,12:00 -17:59,Femenino,8,LAS AMERICAS,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,40,36-40,Hurto a Personas,No aplica
71,08/01/2018,8,enero,"2,018",lunes,4:00,00:00 - 5:59,Femenino,6,ALTO EMAYA,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
72,08/01/2018,8,enero,"2,018",lunes,21:00,18:00 -23:59,Femenino,2,LAS GRANJAS,APARTAMENTO,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
73,08/01/2018,8,enero,"2,018",lunes,7:00,6:00 -11:59,Sin dato,6,SURABASTOS,LOCAL COMERCIAL,Vandalismo,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
74,08/01/2018,8,enero,"2,018",lunes,16:43,12:00 -17:59,Sin dato,4,CENTRO,ALMACENES,Mechero,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
75,09/01/2018,9,enero,"2,018",martes,3:30,00:00 - 5:59,Femenino,3,QUIRINAL,RESTAURANTES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,19,18-19,Hurto a Personas,No aplica
76,09/01/2018,9,enero,"2,018",martes,22:15,18:00 -23:59,Femenino,1,LOS ANDAQUIES,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,24,20-24,Hurto a Personas,No aplica
77,09/01/2018,9,enero,"2,018",martes,18:54,18:00 -23:59,Masculino,9,VILLA FERRY,INTERIOR VEHICULO SERVICIO PUBLICO,Atraco,Contundente,Pasajero de bus,Conductor de bus,26,25-30,Hurto a Personas,No aplica
78,09/01/2018,9,enero,"2,018",martes,8:00,6:00 -11:59,Masculino,1,EL TRIANGULO,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,Motocicleta,A pie,26,25-30,Hurto a Personas,No aplica
79,09/01/2018,9,enero,"2,018",martes,17:50,12:00 -17:59,Masculino,2,LOS PINOS,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,27,25-30,Hurto a Personas,No aplica
80,09/01/2018,9,enero,"2,018",martes,15:30,12:00 -17:59,Masculino,3,QUIRINAL,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,27,25-30,Hurto a Personas,No aplica
81,09/01/2018,9,enero,"2,018",martes,17:00,12:00 -17:59,Femenino,4,DIEGO DE OSPINA,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,35,31-35,Hurto a Personas,No aplica
82,09/01/2018,9,enero,"2,018",martes,16:00,12:00 -17:59,Masculino,7,IPANEMA,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,37,36-40,Hurto a Personas,No aplica
83,09/01/2018,9,enero,"2,018",martes,19:30,18:00 -23:59,Femenino,1,CIUDADELA ACROPOLIS,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,43,41-45,Hurto a Personas,No aplica
84,09/01/2018,9,enero,"2,018",martes,12:20,12:00 -17:59,Masculino,6,CANAIMA,APARTAMENTO,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
85,09/01/2018,9,enero,"2,018",martes,19:00,18:00 -23:59,Masculino,9,BRISAS DEL SENA,APARTAMENTO,Factor de oportunidad,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
86,09/01/2018,9,enero,"2,018",martes,2:00,00:00 - 5:59,Sin dato,7,CALIXTO LEYVA,LOCAL COMERCIAL,Factor de oportunidad,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
87,10/01/2018,10,enero,"2,018",miércoles,19:00,18:00 -23:59,Femenino,3,REINALDO MATIZ,INTERIOR VEHICULO SERVICIO PUBLICO,Atraco,Arma de fuego,Pasajero de bus,Pasajero de bus,20,20-24,Hurto a Personas,No aplica
88,10/01/2018,10,enero,"2,018",miércoles,1:30,00:00 - 5:59,Masculino,10,LAS PALMAS ETAPA I,APARTAMENTO,Atraco,Arma blanca,A pie,A pie,21,20-24,Hurto a Personas,No aplica
89,10/01/2018,10,enero,"2,018",miércoles,10:00,6:00 -11:59,Femenino,7,BUENA VISTA,VIAS PUBLICAS,Raponazo,Sin empleo de arma,A pie,A pie,24,20-24,Hurto a Personas,No aplica
90,10/01/2018,10,enero,"2,018",miércoles,20:40,18:00 -23:59,Femenino,3,CHAPINERO,CALLEJÓN,Factor de oportunidad,Sin empleo de arma,A pie,A pie,26,25-30,Hurto a Personas,No aplica
91,10/01/2018,10,enero,"2,018",miércoles,8:30,6:00 -11:59,Femenino,2,PRADO NORTE,HELADERIA,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,36,36-40,Hurto a Personas,No aplica
92,10/01/2018,10,enero,"2,018",miércoles,11:53,6:00 -11:59,Masculino,6,MIRAMAR,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Vehículo,37,36-40,Hurto a Personas,No aplica
93,10/01/2018,10,enero,"2,018",miércoles,20:00,18:00 -23:59,Masculino,10,SANTANDER,FRENTE EMPRESA - VIA PUBLICA,Raponazo,Sin empleo de arma,Motocicleta,A pie,42,41-45,Hurto a Personas,No aplica
94,10/01/2018,10,enero,"2,018",miércoles,17:00,12:00 -17:59,Masculino,9,LUIS IGNACIO ANDRADE,VIAS PUBLICAS,Atraco,Contundente,A pie,A pie,49,46-50,Hurto a Personas,No aplica
95,10/01/2018,10,enero,"2,018",miércoles,6:50,6:00 -11:59,Masculino,4,ALTICO,INTERIOR VEHICULO PARTICULAR,Factor de oportunidad,Sin empleo de arma,A pie,A pie,50,46-50,Hurto a Personas,No aplica
96,10/01/2018,10,enero,"2,018",miércoles,19:00,18:00 -23:59,Masculino,5,EL JARDIN,VIAS PUBLICAS,Rompimiento vidrio,Sin empleo de arma,A pie,Vehículo,53,51-55,Hurto a Personas,No aplica
97,10/01/2018,10,enero,"2,018",miércoles,4:00,00:00 - 5:59,Femenino,1,VILLA DEL RIO,CASAS DE HABITACION,Halado,Llave maestra,A pie,A pie,36,36-40,Hurto a motos,AKT
98,10/01/2018,10,enero,"2,018",miércoles,4:00,00:00 - 5:59,Masculino,1,VILLA DEL RIO,CASAS DE HABITACION,Halado,Llave maestra,A pie,A pie,60,56-60,Hurto a motos,BAJAJ
99,11/01/2018,11,enero,"2,018",jueves,17:30,12:00 -17:59,Masculino,4,LOS MARTIRES,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,A pie,19,18-19,Hurto a Personas,No aplica
100,11/01/2018,11,enero,"2,018",jueves,15:31,12:00 -17:59,Masculino,5,SAN ANTONIO,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,Vehículo,23,20-24,Hurto a Personas,No aplica
101,11/01/2018,11,enero,"2,018",jueves,15:31,12:00 -17:59,Femenino,5,SAN ANTONIO,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,Vehículo,24,20-24,Hurto a Personas,No aplica
102,11/01/2018,11,enero,"2,018",jueves,12:00,12:00 -17:59,Masculino,4,CENTRO,SECTOR COMERCIO,Atraco,Arma blanca,Motocicleta,Vehículo,28,25-30,Hurto a Personas,No aplica
103,11/01/2018,11,enero,"2,018",jueves,11:30,6:00 -11:59,Femenino,4,CENTRO,CARRETERA,Bataleo,Sin empleo de arma,Motocicleta,Vehículo,31,31-35,Hurto a Personas,No aplica
104,11/01/2018,11,enero,"2,018",jueves,20:00,18:00 -23:59,Masculino,4,DIEGO DE OSPINA,FRENTE A RESIDENCIAS - VIA PUBLICA,Rompimiento vidrio,Contundente,A pie,Vehículo,35,31-35,Hurto a Personas,No aplica
105,11/01/2018,11,enero,"2,018",jueves,20:00,18:00 -23:59,Masculino,4,DIEGO DE OSPINA,VIAS PUBLICAS,Factor de oportunidad,Contundente,A pie,A pie,36,36-40,Hurto a Personas,No aplica
106,11/01/2018,11,enero,"2,018",jueves,20:00,18:00 -23:59,Femenino,6,LA ESPERANZA,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,A pie,36,36-40,Hurto a Personas,No aplica
107,11/01/2018,11,enero,"2,018",jueves,20:30,18:00 -23:59,Femenino,6,TIMANCO,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,36,36-40,Hurto a Personas,No aplica
108,11/01/2018,11,enero,"2,018",jueves,9:00,6:00 -11:59,Femenino,4,CENTRO,ALMACENES,Engaño,Sin empleo de arma,A pie,A pie,37,36-40,Hurto a Personas,No aplica
109,11/01/2018,11,enero,"2,018",jueves,2:37,00:00 - 5:59,Masculino,1,SANTA INES,DISCOTECAS,Escopolaminado,Escopolamina,A pie,A pie,41,41-45,Hurto a Personas,No aplica
110,11/01/2018,11,enero,"2,018",jueves,18:40,18:00 -23:59,Femenino,1,SANTA INES,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,47,46-50,Hurto a Personas,No aplica
111,11/01/2018,11,enero,"2,018",jueves,20:00,18:00 -23:59,Masculino,9,LUIS CARLOS GALAN ETAPA I,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,50,46-50,Hurto a Personas,No aplica
112,11/01/2018,11,enero,"2,018",jueves,17:30,12:00 -17:59,Masculino,10,SANTA BARBARA,VIAS PUBLICAS,Rompimiento vidrio,Contundente,A pie,Vehículo,53,51-55,Hurto a Personas,No aplica
113,11/01/2018,11,enero,"2,018",jueves,2:00,00:00 - 5:59,Femenino,1,CANDIDO LEGUIZAMO,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
114,11/01/2018,11,enero,"2,018",jueves,2:00,00:00 - 5:59,Femenino,6,LOMA LINDA,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
115,11/01/2018,11,enero,"2,018",jueves,10:40,6:00 -11:59,Masculino,7,JORGE ELIECER GAITAN,CASAS DE HABITACION,Atraco,Arma de fuego,A pie,A pie,Sin dato,Sin dato,Hurto a Residencias,No aplica
116,11/01/2018,11,enero,"2,018",jueves,0:00,00:00 - 5:59,Sin dato,4,MODELO,EMPRESA,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
117,12/01/2018,12,enero,"2,018",viernes,8:55,6:00 -11:59,Masculino,10,LA RIOJA,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,A pie,25,25-30,Hurto a Personas,No aplica
118,12/01/2018,12,enero,"2,018",viernes,11:30,6:00 -11:59,Masculino,6,CANAIMA,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,36,36-40,Hurto a Personas,No aplica
119,12/01/2018,12,enero,"2,018",viernes,10:30,6:00 -11:59,Masculino,7,CONJUNTO BOSQUES DE CANTABRIA,CONJUNTO RESIDENCIAL,Factor de oportunidad,Sin empleo de arma,A pie,A pie,49,46-50,Hurto a Personas,No aplica
120,12/01/2018,12,enero,"2,018",viernes,20:00,18:00 -23:59,Masculino,9,VILLA FERRY,INTERIOR VEHICULO SERVICIO PUBLICO,Atraco,Arma de fuego,Pasajero de bus,Conductor de bus,50,46-50,Hurto a Personas,No aplica
121,12/01/2018,12,enero,"2,018",viernes,19:00,18:00 -23:59,Femenino,6,CANAIMA,VIAS PUBLICAS,Factor de oportunidad,Arma blanca,A pie,A pie,56,56-60,Hurto a Personas,No aplica
122,12/01/2018,12,enero,"2,018",viernes,5:10,00:00 - 5:59,Masculino,1,EL TRIANGULO,CARRETERA,Factor de oportunidad,Sin empleo de arma,Motocicleta,Vehículo,56,56-60,Hurto a Personas,No aplica
