,fecha_del_hecho,dia,mes,año,dia_de_la_semana,hora_del_hecho,rango-hora,género,comuna/corregimiento,barrio/vereda,clase_de_sitio,modalidad,arma-medio,móvil_agresor,móvil_víctima,edad,rango-edad,conducta,marca_del_vehículo
2901,14/09/2018,14,septiembre,"2,018",viernes,0:30:00,00:00 - 5:59,Masculino,6,SAN FRANCISCO DE ASIS,CASAS DE HABITACION,Atraco,No reportado,A pie,A pie,18,18-19,Hurto a Personas,No aplica
2902,14/09/2018,14,septiembre,"2,018",viernes,10:10:00,6:00 -11:59,Femenino,1,CANDIDO LEGUIZAMO,UNIVERSIDADES,Engaño,Sin empleo de arma,A pie,A pie,19,18-19,Hurto a Personas,No aplica
2903,14/09/2018,14,septiembre,"2,018",viernes,23:30:00,18:00 -23:59,Masculino,5,BUGANVILES,ESTABLECIMIENTO DE COMERCIO,Atraco,Arma blanca,Taxi,Motocicleta,27,25-30,Hurto a Personas,No aplica
2904,14/09/2018,14,septiembre,"2,018",viernes,15:08:00,12:00- 17:59,Femenino,4,CENTRO,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,38,36-40,Hurto a Personas,No aplica
2905,14/09/2018,14,septiembre,"2,018",viernes,5:30:00,00:00 - 5:59,Masculino,7,OBRERO,FRENTE A RESIDENCIAS - VIA PUBLICA,Factor de oportunidad,Arma de fuego,A pie,A pie,43,41-45,Hurto a Personas,No aplica
2906,14/09/2018,14,septiembre,"2,018",viernes,10:25:00,6:00 -11:59,Femenino,7,LA GAITANA,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,51,51-55,Hurto a Personas,No aplica
2907,14/09/2018,14,septiembre,"2,018",viernes,7:00:00,6:00 -11:59,Masculino,2,MUNICIPAL,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,36,36-40,Hurto a Residencias,No aplica
2908,14/09/2018,14,septiembre,"2,018",viernes,9:00:00,6:00 -11:59,Masculino,10,LAS PALMAS ETAPA I,CASAS DE HABITACION,Ventosa,Contundente,A pie,A pie,56,56-60,Hurto a Residencias,No aplica
2909,14/09/2018,14,septiembre,"2,018",viernes,9:00:00,6:00 -11:59,Sin dato,4,MODELO,PELUQUERIA Y SIMILARES,Factor de oportunidad,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
2910,14/09/2018,14,septiembre,"2,018",viernes,23:50:00,18:00 -23:59,Sin dato,4,CENTRO,LOCAL COMERCIAL,Mechero,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
2911,14/09/2018,14,septiembre,"2,018",viernes,11:00:00,6:00 -11:59,Femenino,6,ALTOS DEL LIMONAR ETAPA I,VIAS PUBLICAS,Halado,Sin empleo de arma,A pie,A pie,28,25-30,Hurto a motos,KYMCO
2912,15/09/2018,15,septiembre,"2,018",sábado,5:50:00,00:00 - 5:59,Masculino,4,CENTRO,VIAS PUBLICAS,Factor de oportunidad,Arma blanca,Motocicleta,A pie,21,20-24,Hurto a Personas,No aplica
2913,15/09/2018,15,septiembre,"2,018",sábado,10:30:00,6:00 -11:59,Masculino,6,MANZANARES,FRENTE A ALMACEN - VIA PUBLICA,Raponazo,Arma blanca,A pie,A pie,23,20-24,Hurto a Personas,No aplica
2914,15/09/2018,15,septiembre,"2,018",sábado,11:30:00,6:00 -11:59,Femenino,1,CANDIDO LEGUIZAMO,FRENTE A COLEGIO - VIA PUBLICA,Atraco,Arma blanca,A pie,A pie,24,20-24,Hurto a Personas,No aplica
2915,15/09/2018,15,septiembre,"2,018",sábado,10:00:00,6:00 -11:59,Femenino,4,CENTRO,OFICINAS,Atraco,Sin empleo de arma,A pie,A pie,26,25-30,Hurto a Personas,No aplica
2916,15/09/2018,15,septiembre,"2,018",sábado,8:00:00,6:00 -11:59,Masculino,9,ALBERTO GALINDO,VIAS PUBLICAS,Cosquilleo,Sin empleo de arma,A pie,A pie,27,25-30,Hurto a Personas,No aplica
2917,15/09/2018,15,septiembre,"2,018",sábado,14:50:00,12:00- 17:59,Masculino,10,LAS PALMAS ETAPA I,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,56,56-60,Hurto a Personas,No aplica
2918,15/09/2018,15,septiembre,"2,018",sábado,12:10:00,12:00- 17:59,Masculino,3,LA TOMA,PANADERIAS,Atraco,Sin empleo de arma,Motocicleta,A pie,62,>61,Hurto a Personas,No aplica
2919,15/09/2018,15,septiembre,"2,018",sábado,7:00:00,6:00 -11:59,Masculino,2,LAS GRANJAS,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,18,18-19,Hurto a Residencias,No aplica
2920,15/09/2018,15,septiembre,"2,018",sábado,13:30:00,12:00- 17:59,Masculino,1,CHICALA,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,30,25-30,Hurto a Residencias,No aplica
2921,15/09/2018,15,septiembre,"2,018",sábado,0:00:00,00:00 - 5:59,Masculino,8,SAN CARLOS,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,33,31-35,Hurto a Residencias,No aplica
2922,15/09/2018,15,septiembre,"2,018",sábado,1:55:00,00:00 - 5:59,Sin dato,5,LA LIBERTAD,LOCAL COMERCIAL,Mechero,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
2923,16/09/2018,16,septiembre,"2,018",domingo,0:00:00,00:00 - 5:59,Femenino,4,CENTRO,RESTAURANTES,Raponazo,Sin empleo de arma,Motocicleta,A pie,21,20-24,Hurto a Personas,No aplica
2924,16/09/2018,16,septiembre,"2,018",domingo,18:40:00,18:00 -23:59,Masculino,4,LOS MARTIRES,VIAS PUBLICAS,Factor de oportunidad,Arma de fuego,Motocicleta,Vehículo,41,41-45,Hurto a Personas,No aplica
2925,16/09/2018,16,septiembre,"2,018",domingo,2:00:00,00:00 - 5:59,Masculino,7,LA GAITANA,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,45,41-45,Hurto a Residencias,No aplica
2926,16/09/2018,16,septiembre,"2,018",domingo,3:00:00,00:00 - 5:59,Femenino,8,SAN CARLOS,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,57,56-60,Hurto a Residencias,No aplica
2927,16/09/2018,16,septiembre,"2,018",domingo,17:00:00,12:00- 17:59,Sin dato,9,LUIS CARLOS GALAN ETAPA I,LOCAL COMERCIAL,Mechero,Palanca,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
2928,17/09/2018,17,septiembre,"2,018",lunes,21:35:00,18:00 -23:59,Masculino,6,TIMANCO,CASAS DE HABITACION,Raponazo,Arma blanca,A pie,A pie,17,15-17,Hurto a Personas,No aplica
2929,17/09/2018,17,septiembre,"2,018",lunes,7:30:00,6:00 -11:59,Femenino,5,LA LIBERTAD,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,27,25-30,Hurto a Personas,No aplica
2930,17/09/2018,17,septiembre,"2,018",lunes,16:30:00,12:00- 17:59,Femenino,6,PUERTA DEL SOL,VIAS PUBLICAS,Atraco,Arma blanca,A pie,Motocicleta,27,25-30,Hurto a Personas,No aplica
2931,17/09/2018,17,septiembre,"2,018",lunes,14:00:00,12:00- 17:59,Femenino,4,ALTICO,FRENTE A COLEGIO - VIA PUBLICA,Atraco,Arma blanca,Motocicleta,A pie,29,25-30,Hurto a Personas,No aplica
2932,17/09/2018,17,septiembre,"2,018",lunes,12:30:00,12:00- 17:59,Femenino,2,LOS PINOS,FRENTE RESTAURANTE,Violación cerraduras,Contundente,A pie,A pie,33,31-35,Hurto a Personas,No aplica
2933,17/09/2018,17,septiembre,"2,018",lunes,19:10:00,18:00 -23:59,Femenino,8,LAS AMERICAS,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma de fuego,A pie,A pie,33,31-35,Hurto a Personas,No aplica
2934,17/09/2018,17,septiembre,"2,018",lunes,9:30:00,6:00 -11:59,Masculino,4,CENTRO,VIAS PUBLICAS,Atraco,Arma blanca,Motocicleta,Vehículo,34,31-35,Hurto a Personas,No aplica
2935,17/09/2018,17,septiembre,"2,018",lunes,12:30:00,12:00- 17:59,Masculino,3,LOS SAMANES,SOBRE ANDEN - VIA PUBLICA,Violación cerraduras,Sin empleo de arma,Motocicleta,A pie,34,31-35,Hurto a Personas,No aplica
2936,17/09/2018,17,septiembre,"2,018",lunes,9:00:00,6:00 -11:59,Masculino,10,LAS PALMAS ETAPA II,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,35,31-35,Hurto a Residencias,No aplica
2937,17/09/2018,17,septiembre,"2,018",lunes,3:40:00,00:00 - 5:59,Femenino,6,ALTO EMAYA,CASAS DE HABITACION,Ventosa,Contundente,A pie,A pie,53,51-55,Hurto a Residencias,No aplica
2938,17/09/2018,17,septiembre,"2,018",lunes,0:00:00,00:00 - 5:59,Sin dato,10,SANTA BARBARA,INTERIOR VEHICULO SERVICIO PUBLICO,Atraco,Sin empleo de arma,A pie,Vehículo,Sin dato,Sin dato,Hurto a comercio,No aplica
2939,18/09/2018,18,septiembre,"2,018",martes,18:30:00,18:00 -23:59,Femenino,1,SANTA INES,RODANDO SOBRE VIA - VIA PUBLICA,Atraco,Sin empleo de arma,Motocicleta,A pie,23,20-24,Hurto a Personas,No aplica
2940,18/09/2018,18,septiembre,"2,018",martes,22:00:00,18:00 -23:59,Masculino,10,LA RIOJA,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,24,20-24,Hurto a Personas,No aplica
2941,18/09/2018,18,septiembre,"2,018",martes,19:40:00,18:00 -23:59,Masculino,1,SANTA INES,VIAS PUBLICAS,Raponazo,Arma blanca,Motocicleta,Motocicleta,30,25-30,Hurto a Personas,No aplica
2942,18/09/2018,18,septiembre,"2,018",martes,20:20:00,18:00 -23:59,Femenino,6,EL LIMONAR,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma blanca,Motocicleta,A pie,35,31-35,Hurto a Personas,No aplica
2943,22/09/2018,22,septiembre,"2,018",sábado,19:00:00,18:00 -23:59,Masculino,7,LA GAITANA,IGLESIA,Raponazo,Sin empleo de arma,A pie,A pie,24,20-24,Hurto a Personas,No aplica
2944,18/09/2018,18,septiembre,"2,018",martes,4:30:00,00:00 - 5:59,Femenino,4,CENTRO,FRENTE A RESIDENCIAS - VIA PUBLICA,Raponazo,Sin empleo de arma,A pie,A pie,39,36-40,Hurto a Personas,No aplica
2945,18/09/2018,18,septiembre,"2,018",martes,21:15:00,18:00 -23:59,Masculino,5,PRIMERO DE MAYO,RODANDO SOBRE VIA - VIA PUBLICA,Raponazo,Arma de fuego,Motocicleta,Motocicleta,39,36-40,Hurto a Personas,No aplica
2946,18/09/2018,18,septiembre,"2,018",martes,12:30:00,12:00- 17:59,Masculino,1,CANDIDO LEGUIZAMO,"COLEGIOS, ESCUELAS",Cosquilleo,Sin empleo de arma,A pie,A pie,43,41-45,Hurto a Personas,No aplica
2947,18/09/2018,18,septiembre,"2,018",martes,12:30:00,12:00- 17:59,Femenino,2,VILLA MILENA,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,43,41-45,Hurto a Personas,No aplica
2948,18/09/2018,18,septiembre,"2,018",martes,8:00:00,6:00 -11:59,Femenino,6,ZONA INDUSTRIAL,RODANDO SOBRE VIA - VIA PUBLICA,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,46,46-50,Hurto a Personas,No aplica
2949,18/09/2018,18,septiembre,"2,018",martes,18:30:00,18:00 -23:59,Masculino,1,LA ESPERANZA,PELUQUERIA Y SIMILARES,Raponazo,Sin empleo de arma,A pie,A pie,48,46-50,Hurto a Personas,No aplica
2950,18/09/2018,18,septiembre,"2,018",martes,0:00:00,00:00 - 5:59,Masculino,Corregimiento El Caguán,COMUNEROS,VIAS PUBLICAS,Raponazo,Arma de fuego,A pie,A pie,55,51-55,Hurto a Personas,No aplica
2951,18/09/2018,18,septiembre,"2,018",martes,4:30:00,00:00 - 5:59,Femenino,4,LOS ALMENDROS,CASAS DE HABITACION,Violación cerraduras,Palanca,A pie,A pie,52,51-55,Hurto a Residencias,No aplica
2952,18/09/2018,18,septiembre,"2,018",martes,18:05:00,18:00 -23:59,Sin dato,4,ALTICO,"DROGUERIAS, FARMACIAS",Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
2953,18/09/2018,18,septiembre,"2,018",martes,11:45:00,6:00 -11:59,Sin dato,4,CENTRO,ALMACENES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
2954,19/09/2018,19,septiembre,"2,018",miércoles,16:35:00,12:00- 17:59,Masculino,6,TIMANCO,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,18,18-19,Hurto a Personas,No aplica
2955,19/09/2018,19,septiembre,"2,018",miércoles,20:00:00,18:00 -23:59,Femenino,2,LOS CAMBULOS,VIAS PUBLICAS,Atraco,Arma de fuego,A pie,A pie,27,25-30,Hurto a Personas,No aplica
2956,19/09/2018,19,septiembre,"2,018",miércoles,6:30:00,6:00 -11:59,Masculino,2,VILLA ALEJANDRA,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,28,25-30,Hurto a Personas,No aplica
2957,19/09/2018,19,septiembre,"2,018",miércoles,14:35:00,12:00- 17:59,Femenino,10,LA RIOJA,VIAS PUBLICAS,Factor de oportunidad,Arma blanca,A pie,A pie,29,25-30,Hurto a Personas,No aplica
2958,19/09/2018,19,septiembre,"2,018",miércoles,15:15:00,12:00- 17:59,Masculino,8,PEÑON REDONDO,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,29,25-30,Hurto a Personas,No aplica
2959,19/09/2018,19,septiembre,"2,018",miércoles,6:50:00,6:00 -11:59,Femenino,1,CANDIDO LEGUIZAMO,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,39,36-40,Hurto a Personas,No aplica
2960,19/09/2018,19,septiembre,"2,018",miércoles,20:00:00,18:00 -23:59,Femenino,7,CALIXTO LEYVA,CASAS DE HABITACION,Raponazo,Sin empleo de arma,A pie,A pie,49,46-50,Hurto a Personas,No aplica
2961,19/09/2018,19,septiembre,"2,018",miércoles,19:30:00,18:00 -23:59,Femenino,4,ALTICO,FRENTE A RESIDENCIAS - VIA PUBLICA,Raponazo,Sin empleo de arma,Motocicleta,A pie,52,51-55,Hurto a Personas,No aplica
2962,19/09/2018,19,septiembre,"2,018",miércoles,17:30:00,12:00- 17:59,Masculino,1,SANTA INES,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma de fuego,Motocicleta,A pie,57,56-60,Hurto a Personas,No aplica
2963,19/09/2018,19,septiembre,"2,018",miércoles,20:45:00,18:00 -23:59,Masculino,4,ESTADIO,"BARES, CANTINAS Y SIMILARES",Factor de oportunidad,Sin empleo de arma,A pie,A pie,57,56-60,Hurto a Personas,No aplica
2964,19/09/2018,19,septiembre,"2,018",miércoles,23:12:00,18:00 -23:59,Sin dato,10,LAS PALMAS ETAPA I,IGLESIA,Factor de oportunidad,Contundente,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
2965,20/09/2018,20,septiembre,"2,018",jueves,8:30:00,6:00 -11:59,Femenino,4,CENTRO,LOCAL COMERCIAL,Factor de oportunidad,Sin empleo de arma,A pie,A pie,18,18-19,Hurto a Personas,No aplica
2966,20/09/2018,20,septiembre,"2,018",jueves,20:30:00,18:00 -23:59,Femenino,3,LA CORDIALIDAD,TRAMO DE VIA,Factor de oportunidad,Sin empleo de arma,Motocicleta,Motocicleta,18,18-19,Hurto a Personas,No aplica
2967,20/09/2018,20,septiembre,"2,018",jueves,8:00:00,6:00 -11:59,Femenino,1,CANDIDO LEGUIZAMO,FRENTE A RESIDENCIAS - VIA PUBLICA,Raponazo,Sin empleo de arma,Motocicleta,A pie,21,20-24,Hurto a Personas,No aplica
2968,20/09/2018,20,septiembre,"2,018",jueves,12:25:00,12:00- 17:59,Masculino,5,EL JORDAN,VIAS PUBLICAS,Raponazo,Arma de fuego,Motocicleta,Motocicleta,23,20-24,Hurto a Personas,No aplica
2969,20/09/2018,20,septiembre,"2,018",jueves,18:00:00,18:00 -23:59,Femenino,3,QUIRINAL,FRENTE A RESIDENCIAS - VIA PUBLICA,Factor de oportunidad,Sin empleo de arma,A pie,Motocicleta,23,20-24,Hurto a Personas,No aplica
2970,20/09/2018,20,septiembre,"2,018",jueves,18:45:00,18:00 -23:59,Femenino,6,ZONA INDUSTRIAL,FRENTE A ALMACEN - VIA PUBLICA,Violación cerraduras,Sin empleo de arma,Motocicleta,Motocicleta,27,25-30,Hurto a Personas,No aplica
2971,20/09/2018,20,septiembre,"2,018",jueves,19:30:00,18:00 -23:59,Femenino,5,EL JARDIN,FRENTE A RESIDENCIAS - VIA PUBLICA,Raponazo,Sin empleo de arma,A pie,Motocicleta,28,25-30,Hurto a Personas,No aplica
2972,20/09/2018,20,septiembre,"2,018",jueves,8:30:00,6:00 -11:59,Femenino,4,DIEGO DE OSPINA,VIAS PUBLICAS,Raponazo,Arma de fuego,Motocicleta,A pie,36,36-40,Hurto a Personas,No aplica
2973,20/09/2018,20,septiembre,"2,018",jueves,20:15:00,18:00 -23:59,Femenino,6,ANDALUCIA II ETAPA,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,41,41-45,Hurto a Personas,No aplica
2974,20/09/2018,20,septiembre,"2,018",jueves,21:00:00,18:00 -23:59,Femenino,10,SANTANDER,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,A pie,41,41-45,Hurto a Personas,No aplica
2975,20/09/2018,20,septiembre,"2,018",jueves,8:00:00,6:00 -11:59,Masculino,6,ZONA INDUSTRIAL,FRENTE RESTAURANTE,Raponazo,Contundente,Motocicleta,A pie,43,41-45,Hurto a Personas,No aplica
2976,20/09/2018,20,septiembre,"2,018",jueves,8:00:00,6:00 -11:59,Masculino,9,VILLA CECILIA,FINCAS Y SIMILARES,Atraco,Contundente,A pie,A pie,46,46-50,Hurto a Personas,No aplica
2977,21/09/2018,21,septiembre,"2,018",viernes,21:20:00,18:00 -23:59,Masculino,1,MIRA RIO ETAPA III,VIAS PUBLICAS,Raponazo,Arma blanca,Motocicleta,A pie,24,20-24,Hurto a Personas,No aplica
2978,21/09/2018,21,septiembre,"2,018",viernes,10:45:00,6:00 -11:59,Femenino,7,OBRERO,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,26,25-30,Hurto a Personas,No aplica
2979,21/09/2018,21,septiembre,"2,018",viernes,7:00:00,6:00 -11:59,Femenino,6,TIMANCO,CARRETERA,Atraco,Sin empleo de arma,Motocicleta,Vehículo,27,25-30,Hurto a Personas,No aplica
2980,21/09/2018,21,septiembre,"2,018",viernes,7:30:00,6:00 -11:59,Masculino,6,TIMANCO,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,Motocicleta,A pie,40,36-40,Hurto a Personas,No aplica
2981,21/09/2018,21,septiembre,"2,018",viernes,12:00:00,12:00- 17:59,Femenino,4,SAN JOSE OBRERO,INTERIOR VEHICULO PARTICULAR,Raponazo,Contundente,A pie,Vehículo,41,41-45,Hurto a Personas,No aplica
2982,21/09/2018,21,septiembre,"2,018",viernes,12:40:00,12:00- 17:59,Femenino,6,ALTOS DEL LIMONAR ETAPA II,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,45,41-45,Hurto a Personas,No aplica
2983,21/09/2018,21,septiembre,"2,018",viernes,11:40:00,6:00 -11:59,Femenino,3,QUIRINAL,FRENTE A RESIDENCIAS - VIA PUBLICA,Factor de oportunidad,Sin empleo de arma,A pie,A pie,59,56-60,Hurto a Personas,No aplica
2984,21/09/2018,21,septiembre,"2,018",viernes,11:00:00,6:00 -11:59,Masculino,4,CENTRO,VIAS PUBLICAS,Raponazo,Sin empleo de arma,A pie,A pie,60,56-60,Hurto a Personas,No aplica
2985,21/09/2018,21,septiembre,"2,018",viernes,14:40:00,12:00- 17:59,Masculino,4,DIEGO DE OSPINA,INTERIOR VEHICULO PARTICULAR,Atraco,Contundente,A pie,A pie,64,>61,Hurto a Personas,No aplica
2986,21/09/2018,21,septiembre,"2,018",viernes,8:00:00,6:00 -11:59,Masculino,1,CANDIDO LEGUIZAMO,APARTAMENTO,Llave maestra,Llave maestra,A pie,A pie,23,20-24,Hurto a Residencias,No aplica
2987,21/09/2018,21,septiembre,"2,018",viernes,13:30:00,12:00- 17:59,Femenino,1,SANTA INES,CASAS DE HABITACION,Atraco,Arma blanca,A pie,A pie,27,25-30,Hurto a Residencias,No aplica
2988,21/09/2018,21,septiembre,"2,018",viernes,11:00:00,6:00 -11:59,Femenino,1,CAMILO TORRES,CASAS DE HABITACION,Engaño,Sin empleo de arma,Motocicleta,A pie,55,51-55,Hurto a Residencias,No aplica
2989,21/09/2018,21,septiembre,"2,018",viernes,10:30:00,6:00 -11:59,Sin dato,3,JOSE EUSTACIO RIVERA,EDIFICIO,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
2990,21/09/2018,21,septiembre,"2,018",viernes,19:15:00,18:00 -23:59,Sin dato,3,LAS CEIBAS,ESTABLECIMIENTO DE COMERCIO,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
2991,22/09/2018,22,septiembre,"2,018",sábado,23:07:00,18:00 -23:59,Femenino,7,IPANEMA,FRENTE A RESIDENCIAS - VIA PUBLICA,Cosquilleo,Arma blanca,Motocicleta,A pie,19,18-19,Hurto a Personas,No aplica
2992,22/09/2018,22,septiembre,"2,018",sábado,1:30:00,00:00 - 5:59,Masculino,2,LAS GRANJAS,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,20,20-24,Hurto a Personas,No aplica
2993,22/09/2018,22,septiembre,"2,018",sábado,0:45:00,00:00 - 5:59,Masculino,6,EL LIMONAR,PERIMETRO URBANO,Atraco,Sin empleo de arma,A pie,A pie,21,20-24,Hurto a Personas,No aplica
2994,22/09/2018,22,septiembre,"2,018",sábado,15:30:00,12:00- 17:59,Masculino,7,JORGE ELIECER GAITAN,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma blanca,Motocicleta,Motocicleta,22,20-24,Hurto a Personas,No aplica
2995,22/09/2018,22,septiembre,"2,018",sábado,4:45:00,00:00 - 5:59,Masculino,6,ZONA INDUSTRIAL,VIAS PUBLICAS,Raponazo,Sin empleo de arma,Motocicleta,A pie,24,20-24,Hurto a Personas,No aplica
2996,22/09/2018,22,septiembre,"2,018",sábado,9:00:00,6:00 -11:59,Masculino,5,EL JARDIN,ALMACENES,Factor de oportunidad,Sin empleo de arma,Motocicleta,A pie,26,25-30,Hurto a Personas,No aplica
2997,22/09/2018,22,septiembre,"2,018",sábado,12:30:00,12:00- 17:59,Femenino,6,POZO AZUL,CARRETERA,Atraco,Arma blanca,A pie,Motocicleta,26,25-30,Hurto a Personas,No aplica
2998,22/09/2018,22,septiembre,"2,018",sábado,19:30:00,18:00 -23:59,Femenino,6,TIMANCO,VIAS PUBLICAS,Factor de oportunidad,Sin empleo de arma,A pie,A pie,26,25-30,Hurto a Personas,No aplica
2999,22/09/2018,22,septiembre,"2,018",sábado,18:30:00,18:00 -23:59,Masculino,10,NUEVO HORIZONTE,INTERIOR VEHICULO PARTICULAR,Atraco,Contundente,A pie,A pie,33,31-35,Hurto a Personas,No aplica
3000,22/09/2018,22,septiembre,"2,018",sábado,13:15:00,12:00- 17:59,Femenino,6,ZONA INDUSTRIAL,RODANDO SOBRE VIA - VIA PUBLICA,Raponazo,Sin empleo de arma,Motocicleta,Motocicleta,34,31-35,Hurto a Personas,No aplica
3001,22/09/2018,22,septiembre,"2,018",sábado,11:00:00,6:00 -11:59,Masculino,3,LAS DELICIAS,AUDITORIOS,Raponazo,Sin empleo de arma,A pie,A pie,36,36-40,Hurto a Personas,No aplica
3002,22/09/2018,22,septiembre,"2,018",sábado,6:45:00,6:00 -11:59,Femenino,4,CENTRO,ALMACENES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,37,36-40,Hurto a Personas,No aplica
3003,22/09/2018,22,septiembre,"2,018",sábado,9:30:00,6:00 -11:59,Masculino,1,TERMINALITO,VEHICULO,Factor de oportunidad,Contundente,A pie,Vehículo,37,36-40,Hurto a Personas,No aplica
3004,22/09/2018,22,septiembre,"2,018",sábado,11:55:00,6:00 -11:59,Femenino,4,CENTRO,VIAS PUBLICAS,Atraco,Arma de fuego,Motocicleta,Motocicleta,38,36-40,Hurto a Personas,No aplica
3005,22/09/2018,22,septiembre,"2,018",sábado,9:30:00,6:00 -11:59,Femenino,4,ESTADIO,SOBRE ANDEN - VIA PUBLICA,Engaño,Arma blanca,Motocicleta,A pie,46,46-50,Hurto a Personas,No aplica
3006,22/09/2018,22,septiembre,"2,018",sábado,0:00:00,00:00 - 5:59,Masculino,6,CANAIMA,APARTAMENTO,Violación cerraduras,Palanca,Motocicleta,A pie,35,31-35,Hurto a Residencias,No aplica
3007,22/09/2018,22,septiembre,"2,018",sábado,0:35:00,00:00 - 5:59,Sin dato,9,MORADAS DEL VIENTO,BODEGAS Y SIMILARES,Factor de oportunidad,Sin empleo de arma,A pie,A pie,Sin dato,Sin dato,Hurto a comercio,No aplica
3008,23/09/2018,23,septiembre,"2,018",domingo,7:00:00,6:00 -11:59,Masculino,3,SANTA LIBRADA,VIAS PUBLICAS,Atraco,Arma blanca,A pie,A pie,19,18-19,Hurto a Personas,No aplica
3009,23/09/2018,23,septiembre,"2,018",domingo,12:30:00,12:00- 17:59,Femenino,2,LAS GRANJAS,CENTRO COMERCIAL,Factor de oportunidad,Sin empleo de arma,A pie,A pie,27,25-30,Hurto a Personas,No aplica
3010,23/09/2018,23,septiembre,"2,018",domingo,5:00:00,00:00 - 5:59,Masculino,2,GUALANDAY ETAPA I,APARTAMENTO,Factor de oportunidad,Sin empleo de arma,A pie,A pie,29,25-30,Hurto a Personas,No aplica
3011,23/09/2018,23,septiembre,"2,018",domingo,8:00:00,6:00 -11:59,Masculino,6,CUARTO CENTENARIO,CASAS DE HABITACION,Factor de oportunidad,Sin empleo de arma,A pie,A pie,33,31-35,Hurto a Residencias,No aplica
3012,24/09/2018,24,septiembre,"2,018",lunes,13:00:00,12:00- 17:59,Masculino,6,CANAIMA,FRENTE CLINICA U HOSPITAL - VIA PUBLICA,Violación cerraduras,Contundente,A pie,A pie,27,25-30,Hurto a Personas,No aplica
3013,24/09/2018,24,septiembre,"2,018",lunes,9:30:00,6:00 -11:59,Femenino,6,LOMA LINDA,VIAS PUBLICAS,Atraco,Sin empleo de arma,A pie,A pie,28,25-30,Hurto a Personas,No aplica
3014,24/09/2018,24,septiembre,"2,018",lunes,3:00:00,00:00 - 5:59,Femenino,8,ACACIAS ETAPA II,FRENTE A RESIDENCIAS - VIA PUBLICA,Atraco,Arma de fuego,Motocicleta,A pie,30,25-30,Hurto a Personas,No aplica
3015,24/09/2018,24,septiembre,"2,018",lunes,7:00:00,6:00 -11:59,Femenino,8,ACACIAS ETAPA II,FRENTE A RESIDENCIAS - VIA PUBLICA,Raponazo,Sin empleo de arma,Motocicleta,A pie,31,31-35,Hurto a Personas,No aplica
3016,24/09/2018,24,septiembre,"2,018",lunes,12:00:00,12:00- 17:59,Femenino,8,LA ISLA,VIAS PUBLICAS,Atraco,Sin empleo de arma,Motocicleta,Motocicleta,32,31-35,Hurto a Personas,No aplica
